name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info
Hogar Crea Tortugo,,Ruta Rural 3 Bo Tortugo,Carr 873 Km 18.3,San Juan,PR,00928,787-257-2705,,,,,SA * RES RL * NAUT * NMOA * BIA CBT CMI RELP SACA TWFA * PVTN * STMH * NP * PA * TAY MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC SSA SMHD PIEC * DAUT * ACC DP NOE OFD * HS AOSS RC PEER EMP * TOD * HAEC HEOH ICO GCO FCO MCO VOC * SMPD * YAD ADLT SNR * MALE * SP * VAPN * EIH SSD IPC
Hogar Crea Venezuela,,Calle Guaracanal Final 5,Barrio Venezuela,San Juan,PR,00928,787-751-5640,,,,,SA * RES RL * BU * RPE * NAUT * BUM MOA * BWON * ANG CBT CMI RELP SACA * PVTN * STMH * NP * PA * MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC SSA SMHD PIEC * DAUT * ACC DP NOE OFD * HS AOSS RC PEER EMP * TOD * HAEC HEOH SAE ICO GCO FCO MCO VOC * SMPD * YAD ADLT SNR * MALE * SP * VAPN * EIH SSD TA IPC
INSPIRA,Hato Rey,Avenida Hostos 405,,San Juan,PR,00917,787-704-0705 x288,787-704-0705,787-753-9515 x288,,,SA SUMH * OP ODT ORT * NMAUT * NOOP * ANG BIA MOTI RELP SACA TELE TRC * PVTP * STMH STDH SOTP DEA * MC MD MI PI SF SI * TAY WN PW MN SE GL * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * DAOF DAUT * ACC DP NOE OFD * HS AOSS RC EMP * TOD * SAE ICO * SMOP * CHLD ADLT * FEM MALE * SP * VAPP * CM MHS SSD
Tratamiento Residencial,Para Mujeres/ASSMCA,Pabellon B Calle Maga Centro Medico,Barrio Monacillos,San Juan,PR,00935,787-764-0684,,,,,SA SUMH * RES RL * BU NU * INPE PC * ACMA PMAT * AUPC * BUM RPN MOA * BWN NXN VTRL MHIV MHCV MMD MPEP NRT NSC * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TRC TWFA * STG * STAG STMH STDH * FSA NP * PA * TAY WN PW GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA ISC MHPA STU SSA SMHD PIEC * DAUT * DP NOE OFD * SHG HS AOSS RC PEER EMP * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMON * YAD ADLT SNR * FEM * SP * VAPN * BC CM CCC DVFP EIH MHS SSD TA IPC SPS
VA Caribbean Healthcare System,,10 Calle Casia,,San Juan,PR,00921,787-641-7582,787-641-7582 x12233,787-641-7582 x12112,,,SA DT SUMH * HI OP HID HIT OD OIT OMB ORT * GH * BU NU * INPE RPE PC * ACMA PMAT * AUINPE AURPE AUPC * DB BUM UB UN RPN MOA DLC MWS * ACM DSF BWN BWON BERI NXN VTRL MHIV MHCV CLND MMD MPEP NRT NSC * ANG BIA CBT MOTI MXM RELP SACA TELE TRC * FED VAMC * HLA JC * FSA MC MD MI PI SI * WN VET ADM CO COPSU XA DV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * BABA DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * HS AOSS RC PEER EMP * TOD * ADTX BDTX CDTX MDTX ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * HAV HBV * SMON * YAD ADLT * FEM MALE * SP * VAPN * ACU CM DVFP EIH MHS SSD TA IPC SPS
Hogar Crea San Sebastian,,Carretera 435 Km 1.5,Barrio Calabaza,San Sebastian,PR,00685,787-608-7660,,,,,SA SUMH * HI RES HIT RL * PMAT * AUPC * NMOA * MHIV * CBT CMI RELP SACA * PVTN * STAG STMH STDH * FSA NP * PA * MN * CMHA CSAA ISC OPC MHPA SSA PIEC * DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP OFD * HS AOSS PEER EMP * TOD * HAEC HEOH SAE ICO GCO FCO VOC * HAV HBV * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM EIH MHS SSD TA IPC SPS
Casa Luz y Vida Inc,,Carretera 825 Km 1.0,Barrio Quebrada,Toa Alta,PR,00953,787-870-5099,787-858-7595,787-858-7564,,,SA * RES RL * NMAUT * NOOP * ANG BIA CBT MOTI RELP SACA * PVTN * STAG STMH STDH * FSA SF * PA * AD CJ * ISC OPC SSA PIEC * DAUT * ACC OFD * AOSS * SAE ICO GCO FCO VOC * SMON * CHLD ADLT SNR * MALE * SP * VAPN * CM SSD TA
Hogar Santisima Trinidad,,Carretera 861 Km 7.0 Bo Mucarabones,Sector Villas del Toa Lote A and B,Toa Alta,PR,00953,787-799-6208,,,,,SA DT * HI RES HID HIT RD RL RS * BU NU * PMAT * AUPC * DB BUM UB UN * ACM DSF BWN NXN VTRL MMD NSC * ANG BIA CBT CMI MOTI RELP SACA TRC TWFA * PVTN * STAG STMH STDH * FSA SF SI * TAY MN SE GL VET MF CJ CO COPSU DV TRMA * CMHA CSAA MHPA STU SSA PIEC * DAUT HIVT STDT TBS MST HBT HCT * DP NOE * SHG AOSS PEER * BDTX CDTX MDTX ODTX MDET * TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM SSD TA IPC
Hogar Divino Nino Jesus Inc,,Carretera 854 Km 3.5,Antigua Central Constancia,Toa Baja,PR,00951,787-794-0020,,,,,SA DT HH * HI RES HID HIT RD RL * BU * INPE PC * ACMA PMAT * AUINPE AUPC * UB MOA * BWN BWON MHIV CLND MMD NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TRC TWFA * PVTN * STAG STDH * MD SF * PA SS * TAY MN SE GL VET MF CJ CO HV XA DV TRMA * CMHA CSAA ISC MHPA SSA * DAUT * ACC DP NOE OFD * SHG HS AOSS PEER * BDTX CDTX MDTX ODTX MDET * HAEC TAEC SAE ICO GCO FCO MCO * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM MHS
Hogar Crea la Quinta,Carlos Quevedo Estrada,Carretera 848 Km 1.2,"P.O. Box 185, Saint Just",Trujillo Alto,PR,00976,787-760-0890,,,,,SA * RES RL * NAUT * NMOA * BIA CBT CMI RELP SACA TWFA * PVTN * STMH * NP * PA * TAY MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC SSA SMHD PIEC * DAUT * ACC DP NOE OFD * HS AOSS RC PEER EMP * TOD * HAEC HEOH SAE ICO GCO FCO MCO VOC * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM EIH SSD TA IPC
Silo Mision Christiana Inc,,Carretera 2 Km 42.6,Barrio Algarrobo,Vega Baja,PR,00694,787-858-7564,,,,,SA HH * RES RL * NMAUT * NMOA * ANG BIA CBT MOTI RELP SACA * PVTN * STAG STMH STDH * FSA SF * PA * TAY MN SE GL VET ADM MF CJ HV XA TRMA * CMHA CSAA ISC OPC STU SSA PIEC * DAUT HIVT STDT TBS * ACC DP OFD * HS AOSS PEER EMP * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMON * YAD ADLT SNR * MALE * SP * VAPN * CM SSD TA
Gateway Healthcare Inc,Central Street House,198-200 Central Street,,Central Falls,RI,02863,401-553-1033,,,,,SA SUMH * RES RS * BU NU * RPE * ACMA PMAT * AURPE * UB UN RPN MOA MWS * ACM BWN BWON BERI NXN VTRL CLND MMD NRT NSC * ANG BIA CBT MOTI MXM RELP SACA TRC TWFA * PVTN * STAG STMH STDH HLA * FSA ITU MC MD MI PI SF SI SAMF * CMHA CSAA OPC STU SSA SMHD * DAUT * ACC DP NOE OFD * HS AOSS PEER EMP * TOD * HAEC TAEC HEOH SAE TCC VOC * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM DVFP MHS SSD TA SPS
CODAC Behavioral Healthcare,Cranston,1052 Park Avenue,,Cranston,RI,02910,401-461-5056,,401-490-0716,,,SA DT SUMH * OP OD OIT OMB ORT * MU BU NU * NAUT * DB BUM OTP DM MM UB UN RPN MWS * METH BWN BWON BERI NXN VTRL MMD * BIA CBT CMI MOTI RELP SACA TELE TRC * PVTN * STAG STDH CARF SOTP DEA * FSA MC MD PI SF SI * TAY WN MN * CMHA CSAA ISC OPC MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP NOE OFD * HS AOSS RC PEER * TGD * ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO * HAV HBV * SMON * ADLT SNR * FEM MALE * DU * SP * VAPN * CM EIH MHS SSD TA SPS
Diversity Counseling LLC,,1020 Park Avenue,Suite 212,Cranston,RI,02910,401-396-7649,,,,,SA SUMH * OP ORT * PC * ACMA * AUPC * MOA * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTP * STAG STMH STDH JC * MD PI SF * AD TAY WN PW MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA STU SSA SMHD PIEC * BABA DAOF DAUT * ACC DP * TOD * HAEC TAEC SAE TCC ICO GCO MCO * SMOP * CHLD ADLT * FEM MALE * DU * SP * VAPP * CM MHS
Providence Center,Roads to Recovery Program/Mens,111 Howard Avenue,Building 56,Cranston,RI,02920,401-462-1020,401-276-4020,,,,SA * RES RL RS * BU NU * INPE RPE PC * ACMA PMAT * AUINPE AURPE AUPC * UB MOA * ACM DSF BWN NXN VTRL CLND MMD NRT * CBT RELP SACA * PVTN * STMH CARF * MC MD PI SF SI SAMF * CMHA CSAA STU SSA SMHD * DAUT * DP * PEER * SAE ICO GCO * SMPD * YAD ADLT SNR * MALE * VPPD * SSD
SSTAR of Rhode Island Inc,SSTARBirth,80 East Street,,Cranston,RI,02920,401-463-6001,401-463-6001 x5204,,,,SA * RES RL * RPE PC * ACMA PMAT * AUPC * MOA * DSF MMD NRT * CBT CMI MOTI RELP SACA TRC TWFA * PVTN * STAG STMH * FSA ITU MD PI SF SAMF * WN PW CO TRMA * CMHA CSAA STU SSA * BABA DAUT * ACC DP NOE OFD * SHG HS AOSS RC PEER * TGD * SAE ICO GCO VOC * SMPD * YAD ADLT SNR * FEM * AH * VAPN * BC CM CCC MHS TA
CODAC Behavioral Healthcare,CODAC East Bay,850 Waterman Avenue,,East Providence,RI,02914,401-434-4999,,401-490-0716,,,SA DT SUMH * OP OD OIT OMB ORT * MU BU NU * NAUT * DB BUM OTP DM MM UB UN RPN MWS * METH BWN BWON BERI NXN VTRL MMD * BIA CBT CMI MOTI RELP SACA TELE TRC * PVTN * STAG STDH CARF SOTP DEA * FSA MC MD PI SF SI * TAY WN MN * CMHA CSAA ISC OPC MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP NOE OFD * HS AOSS * TGD * ADTX ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * DU * SP * VAPN * ACU CM DVFP EIH MHS SSD TA SPS
PursueCare,Connecticut PC,450 Veterans Memorial Parkway,Suite 7-A,East Providence,RI,02914,860-215-2295,866-744-1930,,,,SA SUMH * OP OMB ORT * BU NU * PMAT * AUINPE AURPE AUPC * BUM UB UN RPN MWS * ACM DSF BWN BWON NXN VTRL CLND MMD NRT NSC * ANG BIA CBT CMI MOTI MXM RELP SACA TELE TRC * PVTP * STAG JC * MC MD MI PI SF SI * SS * WN PW MN TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD * DAOF DAUT * ACC DP NOE OFD * SHG HS AOSS PEER * HAEC TAEC SAE TCC ICO GCO FCO * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM MHS SPS
Zinnia Exeter,,251 Main Street,,Exeter,RI,02822,401-295-0960,844-612-4180,,,,SA DT * HI RES HID RD RL RS * BU NU * INPE RPE PC * ACMA PMAT * AUINPE AURPE AUPC * DB BUM UB UN MOA DLC * ACM DSF BWN BWON NXN VTRL CLND MMD NRT NSC * ANG BIA CBT MOTI RELP SACA TELE TRC TWFA * PVTP * STAG STMH STDH CARF SOTP * MD MI PI SF SI * WN PW MN SE GL VET CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD * BABA DAUT TBS * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * TGD * ADTX BDTX CDTX MDTX ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO * SMPD * YAD ADLT * FEM MALE * SP * VPPD * CM DVFP EIH MHS SSD TA SPS
AdCare Rhode Island Inc,Outpatient,600 Putnam Pike,Suite 7,Greenville,RI,02828,800-252-6465,401-949-2220,,,,SA SUMH * OP OIT ORT * INPE RPE PC * ACMA * AUINPE AURPE AUPC * MOA * ANG BIA CBT MOTI RELP SACA TELE TRC * PVTP * STAG STMH JC * MD PI SF * WN MN VET CO * CSAA ISC STU SSA SMHD * BABA DAUT * ACC DP NOE OFD * SHG * TGD * SAE TCC ICO GCO FCO MCO * SMPD * ADLT SNR * FEM MALE * DU * VPPD * CM DVFP MHS SSD SPS
Jellison House,,203 Greenville Avenue,,Johnston,RI,02919,401-349-2189,,,,,SA SUMH * HI RES HIT RL * BU NU * RPE * ACMA * AURPE * MOA * ACM BWN BWON NXN MHIV MHCV MMD * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * PVTN * STAG STMH STDH COA SOTP * FSA MD PI SAMF * SS * MN VET CJ CO HV XA DV TRMA * CMHA CSAA ISC STU SSA SMHD * BABA DAUT * ACC DP NOE * SHG HS AOSS PEER * TGD TOD * HAEC SAE ICO GCO * SMPD * YAD ADLT SNR * MALE * VPPD * CM MHS
Ocean State Recovery Center,,1524 Atwood Avenue,Suite 244,Johnston,RI,02919,401-443-9071,,,,,SA SUMH * OP ODT OIT OMB ORT * BU NU * INPE RPE * ACMA PMAT * AUINPE AURPE * BUM UB UN RPN MOA MWS * ACM DSF BWN BWON BERI NXN VTRL LFXD CLND MMD NRT NSC * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * PVTP * STAG STMH STDH CARF * MD MI PI SF * PA SS * TAY WN PW MN SE GL VET ADM MF CJ CO COPSU TRMA * CMHA CSAA ISC OPC STU SSA SMHD PIEC * BABA DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * DU * SP * VPPD * CM DVFP EIH MHS SSD TA IPC
Tri County Comm Action Agency,,1126 Hartford Avenue,,Johnston,RI,02919,401-351-2750,401-351-2750 x1940,,,,SA SUMH * OP OMB ORT * BU NU * PMAT * AUINPE * BUM UB UN RPN * BWN NXN VTRL MHIV MHCV MMD MPEP NRT NSC * BIA CBT MOTI RELP SACA TELE TRC * PVTN * STMH STDH COA NCQA FQHC SOTP * FSA MC MD MI PI SF SI * SS * CMHA CSAA OPC MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS MST HBT HCT * ACC NOE * AOSS * TOD * HAEC TAEC HEOH SAE TCC ICO FCO MCO * HAV HBV * SMON * ADLT SNR * FEM MALE * AH * VAPN * CM EIH MHS TA IPC SPS
BHG Middletown Treatment Center,BHG LVII LLC,26 Valley Road,Suites 201-202,Middletown,RI,02842,401-552-4673,,,,,SA DT * OP OD OIT OMB ORT * MU BU NU * ACMA * AURPE * DB BUM OTP DM MM UB UN RPN MWS * METH BSDM BWN BWON BERI NXN VTRL * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * PVTP * STAG STDH JC FQHC SOTP DEA * FSA MC MD MI PI SF SI SAMF * SS * TAY WN PW MN SE GL VET CJ CO COPSU HV XA DV TRMA * CSAA OPC MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * TGD TOD * ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMON * YAD ADLT * FEM MALE * DU * VAPN * CM EIH SSD TA IPC SPS
Newport Mental Health,,65 Valley Road,,Middletown,RI,02842,401-846-1213,,,,,SA SUMH * OP OMB ORT * BU NU * RPE PC * ACMA PMAT * AURPE AUPC * BUM UB MOA * ACM DSF BWN NXN VTRL MMD NRT * ANG BIA CBT CRV MOTI MXM RELP SACA TELE TRC * PVTN * STAG STMH JC * FSA MC MD MI PI SF SI SAMF * PA SS * CO TRMA * CMHA CSAA OPC STU SSA SMHD * MST * ACC DP NOE OFD * HS AOSS PEER EMP * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO VOC * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM DVFP MHS SSD TA IPC SPS
Newport Mental Health,,127 Johnny Cake Hill Road,,Middletown,RI,02842,401-846-1213,,,,,SA SUMH * OP OMB ORT * BU NU * RPE PC * ACMA PMAT * AURPE AUPC * BUM UB MOA * ACM DSF BWN NXN VTRL MMD NRT * ANG BIA CBT CRV MOTI MXM RELP SACA TELE TRC * PVTN * STAG STMH JC * FSA MC MD MI PI SF SI SAMF * PA SS * CO TRMA * CMHA CSAA OPC STU SSA SMHD * MST * ACC DP NOE OFD * HS AOSS PEER EMP * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMPD * CHLD ADLT * FEM MALE * AH * VPPD * CM DVFP MHS SSD TA IPC SPS
Newport Mental Health,,42 Valley Road,,Middletown,RI,02842,401-846-1213,,,,,SA SUMH * OP OMB ORT * BU NU * RPE PC * ACMA PMAT * AURPE AUPC * UB MOA * DSF BWN NXN VTRL MMD NRT * ANG BIA CBT CRV MOTI MXM RELP SACA TELE TRC * PVTN * STAG STMH JC * FSA MC MD MI PI SF SI SAMF * PA SS * AD TAY CO TRMA * CMHA CSAA OPC STU SSA SMHD * MST * ACC DP NOE OFD * SHG HS AOSS PEER EMP * TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO VOC * SMPD * CHLD ADLT * FEM MALE * AH * VPPD * CM DVFP MHS SSD TA IPC SPS
Galilee Mission Inc,,268 Kingstown Road,,Narragansett,RI,02882,401-789-9390 x105,401-789-9390 x127,,,,SA SUMH * RES RL * BU * INPE RPE * NMAUT * MOA * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * PVTN * STAG STDH * FSA ITU MD PI SF SI SAMF * TAY MN SE CJ CO COPSU * CMHA CSAA ISC OPC STU SSA SMHD PIEC * BABA DAOF DAUT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMPD * YAD ADLT SNR * MALE * DU * SP * VPPD * CM MHS SSD TA
CODAC Behavioral Healthcare,CODAC Newport,93 Thames Street,,Newport,RI,02840,401-846-4150,,401-490-0716,,,SA DT SUMH * OP OD OIT OMB ORT * MU BU NU * NAUT * DB BUM OTP DM MM UB UN RPN MWS * METH BWN BWON BERI NXN VTRL MMD * BIA CBT CMI MOTI RELP SACA TELE TRC * PVTN * STAG STDH CARF SOTP DEA * FSA MC MD PI SF SI * TAY WN MN * CMHA CSAA ISC OPC MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP NOE OFD * HS AOSS * TGD * ADTX ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO * HAV HBV * SMON * ADLT SNR * FEM MALE * DU * SP * VAPN * CM DVFP EIH MHS SSD TA IPC SPS
Substance Abuse Rehabilitation Program,Navy Medicine Readiness and Training,43 Smith Road,Code 32-N,Newport,RI,02841,401-841-2259,401-841-1303,,,,SA * OP ORT * PC * ACMA * AUINPE * MOA * SACA * DDF FED * JC * MI * ADM * CSAA STU SSA * BABA * ACC DP OFD * SAE ICO * SMON * YAD ADLT * FEM MALE * VAPN * CM MHS IPC SPS
AdCare Rhode Island Inc,Outpatient,1950 Tower Hill Road,,North Kingstown,RI,02852,615-727-8416,401-683-0857,,,,SA SUMH * OP ORT * ACMA * AUPC * NOOP * ANG BIA CBT MOTI RELP SACA TELE TRC TWFA * PVTP * STAG STDH JC * MC MD PI SF SI * WN CO * CSAA STU SSA * BABA DAUT * ACC DP NOE OFD * SHG * SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * AH * VPPD * CM MHS SSD SPS
AdCare Rhode Island Inc,Residential,1950 Tower Hill Road,,North Kingstown,RI,02852,401-294-6160,,,,,SA DT SUMH * RES RD RL RS * MU BU NU * INPE RPE PC * ACMA PMAT * AUINPE AURPE AUPC * DB BUM OTP DM MM UB UN RPN MOA DLC MWS * ACM DSF METH BWN BWON BERI NXN VTRL MHIV CLND MMD NRT NSC * ANG BIA CBT CMI MOTI RELP SACA TRC TWFA * PVTP * STAG STMH STDH JC SOTP DEA * ITU MD MI PI SF * TAY WN MN SE GL VET ADM MF CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD * BABA DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG HS AOSS RC PEER * ADTX BDTX CDTX MDTX ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMPD * YAD ADLT * FEM MALE * VPPD * ACU CM MHS SSD TA IPC SPS
Aware Recovery Care,,1041 Ten Rod Road,Unit B,North Kingstown,RI,02852,203-779-5799,,,,,SA DT * OP OD OIT ORT * BU NU * INPE RPE * ACMA PMAT * AUINPE AURPE AUPC * BUM UB UN MOA * BWN BWON NXN VTRL * CBT CMI MOTI RELP SACA TELE TWFA * PVTP * JC * PI SF * TAY WN MN GL CO COPSU * CMHA CSAA ISC OPC MHPA STU SSA SMHD * BABA DAUT * ACC DP OFD * SHG HS RC PEER * TGD * ADTX BDTX CDTX MDTX ODTX MDET * SAE ICO FCO MCO * SMOP * YAD ADLT * FEM MALE * VAPP * CM MHS SSD IPC
Addiction Recovery Institute,,31 North Union Street,,Pawtucket,RI,02860,401-725-2520,,,,,SA DT * OP OD OMB ORT * MU BU * NMAUT * BUM OTP MM MWS * METH BWN * CBT MOTI SACA TELE TWFA * PVTP * STAG STMH STDH CARF HLA SOTP DEA * FSA MD PI SF * TAY WN PW MN SE GL VET CJ CO * CMHA CSAA OPC MHPA STU SSA * BABA DAUT TBS HBT * ACC DP NOE OFD * SHG HS AOSS * TGD * ODTX MDET * HAEC TAEC HEOH SAE ICO GCO * SMOP * YAD ADLT * FEM MALE * SP * VAPP * CM SSD TA
BHG Pawtucket Treatment Center,BHG LVII LLC,82 Pond Street,,Pawtucket,RI,02860,401-727-1287,,,,,SA DT * OP OD OMB * MU BU * ACMA * AUPC * DB BUM OTP DM MM UB MWS * METH BWN * BIA CBT MXM RELP SACA TELE * PVTP * STAG STDH JC SOTP DEA * MC MD MI PI SF SI SAMF * SS * TAY WN PW MN SE GL VET MF CO COPSU XA DV TRMA * CSAA OPC MHPA SSA * BABA DAOF DAUT TBS * ACC DP NOE * SHG HS AOSS PEER EMP * BDTX CDTX MDTX ODTX MDET * SAE TCC ICO GCO VOC * SMON * YAD ADLT * FEM MALE * SP FX * F67 * VAPN * CM SSD TA SPS
CODAC Behavioral Healthcare,Pawtucket Avenue,600 Pawtucket Avenue,,Pawtucket,RI,02860,401-808-6278,,401-490-0716,,,SA DT * OP OD OIT OMB ORT * BU NU * NAUT * DB BUM UB UN RPN MWS * BWN BWON BERI NXN VTRL * BIA CBT CMI MOTI RELP SACA TELE TRC * PVTN * STAG STDH CARF SOTP DEA * FSA MC MD PI SF SI * TAY WN MN * CSAA ISC OPC MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP NOE OFD * HS AOSS RC PEER * TGD * ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO * HAV HBV * SMON * YAD ADLT SNR * FEM MALE * DU OUDO * SP * VAPN * CM EIH SSD TA SPS
Community Care Alliance,Wilson House,80 Summit Street,,Pawtucket,RI,02860,401-235-7433,,,,,SA SUMH * RES RL RS * INPE RPE PC * ACMA * AUINPE AURPE AUPC * MOA * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TRC TWFA * PVTN * STAG STMH COA * FSA ITU MD MI PI SF SI SAMF * MN SE GL VET ADM MF CJ CO XA DV TRMA * CSAA OPC STU SSA SMHD * BABA DAUT HIVT STDT TBS HBT HCT * ACC DP NOE OFD * SHG HS AOSS PEER EMP * HAEC TAEC HEOH SAE TCC ICO GCO FCO * SMPD * YAD ADLT SNR * MALE * AH SP * VPPD * CM EIH MHS SSD TA
Acute Stabilization Unit,,---,,Providence,RI,02906,401-383-5150,,,,,SA SUMH * RES RS * BU NU * INPE RPE PC * ACMA PMAT * AUINPE AURPE AUPC * UB MOA * ACM DSF BWN VTRL MMD NRT * BIA CBT RELP SACA TRC * PVTN * STAG STMH STDH CARF * FSA MC MD PI SF SI * WN MN CO TRMA * CMHA CSAA ISC SSA SMHD * DAUT * ACC DP NOE OFD * SHG HS AOSS RC PEER * SAE TCC ICO GCO * SMPD * YAD ADLT * FEM MALE * VPPD * CM MHS SSD SPS
BHG Providence Treatment Center,BHG LVII LLC,160 Narragansett Avenue,,Providence,RI,02907,401-941-4488 x101,401-941-4488,,,,SA DT * OP OD OIT OMB ORT * MU BU NU * ACMA * AURPE * DB BUM OTP DM MM UB UN RPN MWS * METH BSDM BWN BWON BERI NXN VTRL * BIA CBT CMI CRV MOTI RELP SACA TELE TWFA * PVTP * STAG STDH JC FQHC SOTP DEA * FSA MC MD MI PI SF SI SAMF * SS * TAY WN PW MN SE GL VET CJ CO COPSU HV XA DV TRMA * CSAA OPC MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * TGD TOD * ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMON * YAD ADLT * FEM MALE * DU * SP * VAPN * CM EIH SSD TA IPC SPS
Butler Hospital,,345 Blackstone Boulevard,,Providence,RI,02906,401-455-6200,,,,,SA DT SUMH * HI OP HID HIT ODT OIT OMB ORT * PSYH * MU BU NU * INPE PC * ACMA PMAT * AUINPE AUPC * DB OTP DM UB UN MOA DLC * ACM DSF METH BWN BWON BERI NXN VTRL CLND MMD NRT NSC * BIA CBT MOTI SACA TELE * PVTN * STMH STDH HLA JC SOTP * MC MD MI PI SF SI * PA * AD TAY WN SE GL CO * CMHA CSAA MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE * AOSS * TGD TOD * ADTX BDTX CDTX MDTX ODTX MDET * SAE TCC ICO GCO FCO * SMON * CHLD ADLT * FEM MALE * AH SP * VAPN * MHS SPS
CODAC Behavioral Healthcare,CODAC Providence,349 Huntington Avenue,,Providence,RI,02909,401-942-1450,,401-490-0716,,,SA DT SUMH * OP OD OIT OMB ORT * MU BU NU * NAUT * DB BUM OTP DM MM UB UN RPN MWS * METH BWN BWON BERI NXN VTRL MHIV MHCV MMD MPEP * BIA CBT CMI MOTI RELP SACA TELE TRC * PVTN * STAG STDH CARF SOTP DEA * FSA MC MD PI SF SI * TAY WN PW MN * CMHA CSAA ISC OPC MHPA STU SSA SMHD * BABA DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP NOE OFD * HS AOSS RC PEER * TGD * ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO * HAV HBV * SMON * ADLT SNR * FEM MALE * DU * SP * VAPN * CM EIH MHS SSD TA SPS
